"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"29-Jan-2025","EQ","2,883.95","2,933.50","2,856.30","2,870.60","2,933.50","2,924.35","2,901.11","3,237.05","1,609.05","18,08,565","5,24,68,39,928.40","1,23,662"
"28-Jan-2025","EQ","2,835.00","2,925.00","2,784.00","2,831.60","2,875.30","2,870.60","2,865.44","3,237.05","1,609.05","24,32,787","6,97,10,15,603.20","1,83,499"
"27-Jan-2025","EQ","2,772.30","2,846.90","2,754.15","2,801.40","2,830.00","2,831.60","2,802.78","3,237.05","1,609.05","20,22,141","5,66,76,25,142.10","1,38,368"
"24-Jan-2025","EQ","2,875.00","2,896.00","2,790.00","2,886.45","2,799.00","2,801.40","2,845.11","3,237.05","1,575.00","26,65,366","7,58,32,59,220.05","1,93,220"
"23-Jan-2025","EQ","2,826.45","2,899.40","2,810.00","2,826.45","2,888.90","2,886.45","2,880.58","3,237.05","1,575.00","26,50,506","7,63,49,81,768.35","1,68,309"
"22-Jan-2025","EQ","2,848.00","2,851.90","2,805.85","2,821.30","2,830.10","2,826.45","2,827.65","3,237.05","1,575.00","31,33,157","8,85,94,67,567.70","2,25,916"
"21-Jan-2025","EQ","2,900.10","2,907.00","2,808.90","2,888.10","2,816.60","2,821.30","2,846.08","3,237.05","1,575.00","33,81,309","9,62,34,62,601.50","1,90,805"
"20-Jan-2025","EQ","2,910.00","2,935.95","2,877.30","2,917.35","2,890.00","2,888.10","2,893.31","3,237.05","1,575.00","29,05,527","8,40,65,93,954.40","1,67,093"
"17-Jan-2025","EQ","2,969.95","2,970.35","2,903.10","2,980.60","2,922.35","2,917.35","2,926.89","3,237.05","1,575.00","20,02,830","5,86,20,59,283.85","1,91,158"
"16-Jan-2025","EQ","2,978.15","2,997.40","2,945.00","2,960.25","2,979.75","2,980.60","2,973.93","3,237.05","1,575.00","25,98,449","7,72,75,99,257.20","2,56,445"
"15-Jan-2025","EQ","3,057.10","3,063.95","2,951.00","3,049.50","2,961.00","2,960.25","2,982.20","3,237.05","1,575.00","24,40,803","7,27,89,58,805.40","2,07,416"
"14-Jan-2025","EQ","3,000.00","3,078.45","2,999.65","2,999.65","3,051.50","3,049.50","3,052.44","3,237.05","1,575.00","28,51,530","8,70,41,36,862.25","1,69,874"
"13-Jan-2025","EQ","3,053.65","3,066.85","2,993.45","3,092.85","3,000.00","2,999.65","3,020.83","3,237.05","1,575.00","22,07,294","6,66,78,49,423.90","1,47,852"
"10-Jan-2025","EQ","3,110.00","3,149.60","3,055.00","3,126.50","3,090.00","3,092.85","3,101.17","3,237.05","1,575.00","23,41,303","7,26,07,81,318.60","1,38,023"
"09-Jan-2025","EQ","3,103.80","3,157.90","3,085.35","3,086.10","3,131.80","3,126.50","3,128.73","3,237.05","1,575.00","24,34,207","7,61,59,78,956.85","1,83,787"
"08-Jan-2025","EQ","3,135.00","3,135.00","3,057.00","3,108.85","3,093.00","3,086.10","3,101.99","3,237.05","1,575.00","27,15,102","8,42,22,30,068.65","1,60,444"
"07-Jan-2025","EQ","3,110.00","3,131.30","3,081.75","3,105.70","3,099.00","3,108.85","3,107.77","3,237.05","1,575.00","19,78,328","6,14,81,87,068.85","1,31,011"
