"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"29-Jan-2025","EQ","1,887.80","1,924.70","1,885.00","1,887.75","1,922.90","1,920.35","1,913.37","1,942.00","1,543.85","23,51,631","4,49,95,29,422.20","97,665"
"28-Jan-2025","EQ","1,895.00","1,905.00","1,870.80","1,881.40","1,887.00","1,887.75","1,887.06","1,942.00","1,543.85","51,57,384","9,73,23,18,447.60","1,88,079"
"27-Jan-2025","EQ","1,875.00","1,898.80","1,862.75","1,886.20","1,878.70","1,881.40","1,882.75","1,942.00","1,543.85","19,28,503","3,63,08,97,730.40","1,17,348"
"24-Jan-2025","EQ","1,891.00","1,918.50","1,873.05","1,894.85","1,883.40","1,886.20","1,896.05","1,942.00","1,543.85","40,25,366","7,63,22,82,178.35","89,533"
"23-Jan-2025","EQ","1,907.10","1,923.95","1,892.10","1,917.50","1,893.00","1,894.85","1,907.05","1,942.00","1,543.85","31,61,159","6,02,84,92,282.40","1,91,618"
"22-Jan-2025","EQ","1,899.00","1,920.50","1,887.05","1,893.30","1,915.10","1,917.50","1,908.40","1,942.00","1,543.85","41,76,669","7,97,07,45,670.05","1,55,652"
"21-Jan-2025","EQ","1,920.95","1,920.95","1,891.00","1,920.50","1,893.60","1,893.30","1,901.43","1,942.00","1,543.85","44,15,663","8,39,60,73,106.55","1,52,161"
"20-Jan-2025","EQ","1,890.00","1,929.90","1,866.00","1,758.60","1,918.00","1,920.50","1,912.23","1,942.00","1,543.85","1,33,24,315","25,47,91,95,049.45","4,14,832"
"17-Jan-2025","EQ","1,797.00","1,805.50","1,748.30","1,805.55","1,759.05","1,758.60","1,762.59","1,942.00","1,543.85","35,21,728","6,20,73,79,668.10","1,70,335"
"16-Jan-2025","EQ","1,795.80","1,814.95","1,785.35","1,789.60","1,806.00","1,805.55","1,805.36","1,942.00","1,543.85","44,51,534","8,03,66,00,953.45","1,94,340"
"15-Jan-2025","EQ","1,760.10","1,795.00","1,760.10","1,750.60","1,788.00","1,789.60","1,785.32","1,942.00","1,543.85","35,09,861","6,26,62,21,452.45","1,34,844"
"14-Jan-2025","EQ","1,749.60","1,768.85","1,729.60","1,738.40","1,759.50","1,750.60","1,746.99","1,942.00","1,543.85","49,48,961","8,64,57,92,071.60","1,92,138"
"13-Jan-2025","EQ","1,732.90","1,744.55","1,723.75","1,756.20","1,740.00","1,738.40","1,735.95","1,942.00","1,543.85","30,92,388","5,36,82,39,974.55","1,05,945"
