"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"29-Jan-2025","EQ","753.00","760.80","749.80","752.40","758.50","758.45","757.35","912.00","615.60","92,51,973","7,00,69,56,312.60","2,67,695"
"28-Jan-2025","EQ","757.00","759.75","745.40","749.20","752.15","752.40","752.61","912.00","615.60","1,41,40,860","10,64,26,22,577.40","2,82,284"
"27-Jan-2025","EQ","740.00","755.35","735.90","744.15","747.50","749.20","748.97","912.00","615.60","1,14,33,353","8,56,32,57,255.50","2,27,844"
"24-Jan-2025","EQ","749.90","753.70","739.00","745.90","744.50","744.15","746.32","912.00","600.65","1,05,79,213","7,89,54,35,197.00","1,74,627"
"23-Jan-2025","EQ","750.00","755.65","743.10","753.45","746.25","745.90","748.15","912.00","600.65","1,09,86,405","8,21,94,65,974.00","2,20,737"
"22-Jan-2025","EQ","762.00","763.00","738.00","759.05","753.45","753.45","749.23","912.00","600.65","99,08,339","7,42,35,85,184.00","2,33,659"
"21-Jan-2025","EQ","784.80","784.90","756.05","779.25","759.80","759.05","765.52","912.00","600.65","1,37,51,780","10,52,73,21,816.95","2,78,817"
"20-Jan-2025","EQ","769.00","785.00","767.85","764.10","778.50","779.25","778.03","912.00","600.65","91,98,929","7,15,70,00,810.05","2,11,086"
"17-Jan-2025","EQ","766.30","767.95","759.40","766.30","763.80","764.10","763.55","912.00","600.65","57,66,573","4,40,30,52,207.15","1,47,029"
"16-Jan-2025","EQ","760.40","776.70","760.40","753.70","767.00","766.30","768.15","912.00","600.65","1,18,16,079","9,07,65,38,069.20","2,04,032"
"15-Jan-2025","EQ","753.15","758.90","750.00","748.15","754.95","753.70","754.48","912.00","600.65","77,92,299","5,87,91,31,387.45","2,25,171"
"14-Jan-2025","EQ","732.95","757.00","732.95","729.50","750.50","748.15","748.73","912.00","600.65","1,19,60,975","8,95,55,85,470.30","2,42,233"
"13-Jan-2025","EQ","741.50","743.95","722.50","743.25","728.95","729.50","733.81","912.00","600.65","1,04,14,733","7,64,24,74,249.65","2,54,856"
"10-Jan-2025","EQ","760.35","763.40","742.05","760.45","744.80","743.25","748.01","912.00","600.65","1,17,79,296","8,81,10,43,804.50","2,75,478"
"09-Jan-2025","EQ","771.15","771.35","726.25","771.15","762.00","760.45","760.13","912.00","600.65","1,53,51,029","11,66,87,46,480.15","2,58,299"
"08-Jan-2025","EQ","780.90","783.95","760.10","778.75","771.35","771.15","767.67","912.00","600.65","1,56,41,490","12,00,74,86,384.75","2,77,739"
"07-Jan-2025","EQ","779.85","783.85","774.85","776.40","778.40","778.75","778.73","912.00","600.65","96,69,152","7,52,96,20,598.70","1,88,005"
"06-Jan-2025","EQ","797.40","797.60","773.15","793.40","778.40","776.40","781.47","912.00","600.65","1,14,19,367","8,92,38,76,463.45","2,89,818"
"03-Jan-2025","EQ","801.20","809.50","792.15","801.20","793.30","793.40","798.97","912.00","600.65","1,33,36,514","10,65,54,90,014.65","2,08,457"
"02-Jan-2025","EQ","795.00","802.40","787.00","793.20","802.25","801.20","795.88","912.00","600.65","1,13,98,319","9,07,17,09,128.05","2,06,144"
"01-Jan-2025","EQ","795.55","798.65","789.50","794.95","794.30","793.20","793.85","912.00","600.65","72,73,098","5,77,37,33,671.35","1,25,843"
"31-Dec-2024","EQ","786.95","799.20","786.00","788.30","796.00","794.95","794.69","912.00","600.65","90,86,044","7,22,06,00,207.70","1,62,712"
"30-Dec-2024","EQ","802.00","807.95","785.00","799.65","793.30","788.30","793.36","912.00","600.65","2,15,15,438","17,06,95,91,751.15","3,17,867"
"27-Dec-2024","EQ","816.30","818.30","797.20","812.45","800.85","799.65","806.26","912.00","600.65","1,06,49,800","8,58,65,60,656.85","1,79,691"
"26-Dec-2024","EQ","813.00","822.85","808.00","812.05","814.00","812.45","813.70","912.00","600.65","83,18,714","6,76,89,03,488.30","1,45,477"
"24-Dec-2024","EQ","824.25","826.20","809.20","821.15","813.00","812.05","814.35","912.00","600.65","1,06,02,771","8,63,43,65,124.30","1,55,822"
"23-Dec-2024","EQ","817.30","824.00","812.20","812.00","820.50","821.15","820.11","912.00","600.65","49,33,200","4,04,57,77,516.70","1,27,438"
"20-Dec-2024","EQ","834.90","836.00","810.00","832.80","814.00","812.00","819.20","912.00","600.65","1,02,44,198","8,39,20,39,433.55","1,83,839"
"19-Dec-2024","EQ","824.60","838.00","820.20","838.15","832.25","832.80","829.17","912.00","600.65","94,53,398","7,83,84,54,819.80","1,92,047"
"18-Dec-2024","EQ","851.00","852.00","837.00","850.55","840.80","838.15","840.95","912.00","600.65","82,95,338","6,97,59,24,558.00","1,86,668"
"17-Dec-2024","EQ","858.55","862.60","847.05","860.95","849.80","850.55","852.67","912.00","600.65","87,91,216","7,49,60,29,790.20","1,93,366"
"16-Dec-2024","EQ","859.80","866.40","857.80","861.55","860.65","860.95","861.45","912.00","600.65","64,32,713","5,54,14,82,948.45","1,51,330"
